10837971,JA140247,01/31/2017 12:30:00 AM,0000X W 107TH ST,031A,BURGLARY,ARMED: HANDGUN,ALLEY,FALSE,FALSE,512,5,1178028,1834021,34,49,3,2017,02/14/2017 03:49:42 PM,41.69986568,-87.62375017,"(41.699865679, -87.623750172)"
10837977,JA140329,01/26/2017 02:00:00 PM,083XX S CRANDON AVE,870,THEFT,POCKET-PICKING,GROCERY FOOD STORE,FALSE,FALSE,412,4,1192957,1850354,8,46,6,2017,02/14/2017 03:49:42 PM,41.74433449,-87.56855587,"(41.744334485, -87.568555868)"
10837980,JA140121,02-03-2017 10:50,007XX N LOTUS AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,TRUE,1524,15,1139784,1904296,37,25,08A,2017,02/14/2017 03:49:42 PM,41.89349153,-87.76207589,"(41.893491529, -87.762075893)"
10837982,JA140351,01/31/2017 07:00:00 PM,063XX N ALBANY AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,2413,24,1154537,1941886,50,2,5,2017,02/14/2017 03:49:42 PM,41.99635883,-87.70688393,"(41.996358827, -87.706883933)"
10837985,JA140325,02-03-2017 13:00,009XX W EASTWOOD AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,TRUE,FALSE,1914,19,1169062,1931075,46,3,18,2017,02/14/2017 03:49:42 PM,41.96638917,-87.65376858,"(41.966389165, -87.653768577)"
10837987,JA140349,02-03-2017 13:00,019XX N CLARK ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1814,18,1174188,1913264,43,7,14,2017,02/14/2017 03:49:42 PM,41.9174021,-87.63545446,"(41.917402098, -87.635454463)"
10837990,JA140231,02-03-2017 11:58,0000X N STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,112,1,1176364,1900524,42,32,6,2017,02/14/2017 03:49:42 PM,41.88239406,-87.6278448,"(41.882394062, -87.627844798)"
10837992,JA140191,01/31/2017 09:00:00 PM,046XX W DICKENS AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2522,25,1144852,1913551,31,19,6,2017,02/14/2017 03:49:42 PM,41.91879414,-87.74322885,"(41.918794143, -87.743228853)"
10838000,JA140136,02-03-2017 03:00,074XX S VERNON AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,323,3,1180535,1855713,6,69,5,2017,02/14/2017 03:49:42 PM,41.75933411,-87.61390678,"(41.759334114, -87.613906784)"
10838002,JA140074,02-03-2017 08:34,062XX S LAFLIN ST,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),RESIDENCE,TRUE,FALSE,713,7,1167403,1863368,16,67,18,2017,02/14/2017 03:49:42 PM,41.78063171,-87.66181603,"(41.780631714, -87.661816029)"
10838005,JA139208,01/30/2017 02:00:00 PM,051XX W MELROSE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,FALSE,FALSE,1634,16,1141452,1921120,30,15,14,2017,02/14/2017 03:49:42 PM,41.93962778,-87.75553355,"(41.939627775, -87.755533546)"
10838007,JA140347,02-02-2017 19:30,050XX N MAJOR AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1622,16,1137176,1933281,45,11,6,2017,02/14/2017 03:49:42 PM,41.97307675,-87.77095603,"(41.973076749, -87.770956034)"
10838010,JA140371,02-02-2017 21:00,053XX W VAN BUREN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1522,15,1140874,1897494,29,25,14,2017,02/14/2017 03:49:42 PM,41.874806,-87.75824006,"(41.874806004, -87.758240062)"
10838011,JA140278,02-03-2017 12:45,012XX S KOLIN AVE,051A,ASSAULT,AGGRAVATED: HANDGUN,RESIDENCE,FALSE,TRUE,1011,10,1147580,1893999,24,29,04A,2017,02/14/2017 03:49:42 PM,41.86508937,-87.73370783,"(41.865089368, -87.733707829)"
10838018,JA140379,02-01-2017 00:01,093XX S RHODES AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,633,6,1181547,1843080,9,49,6,2017,02/14/2017 03:49:42 PM,41.72464445,-87.61058673,"(41.724644448, -87.610586726)"
10838020,JA140387,01/30/2017 12:00:00 PM,024XX E 87TH ST,810,THEFT,OVER $500,OTHER,FALSE,FALSE,423,4,1194099,1847770,7,46,6,2017,02/14/2017 03:49:42 PM,41.73721584,-87.56445612,"(41.737215842, -87.564456124)"
10838021,JA140285,02-03-2017 11:50,008XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,1833,18,1177338,1906181,42,8,6,2017,02/14/2017 03:49:42 PM,41.89789513,-87.62409661,"(41.897895128, -87.624096605)"
10838023,JA140326,02-03-2017 13:05,050XX S LAKE SHORE DR SB,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,FALSE,FALSE,222,2,1189120,1871889,4,39,5,2017,02/14/2017 03:49:42 PM,41.80352098,-87.58192542,"(41.803520976, -87.581925417)"
10838029,JA140295,02-03-2017 11:50,037XX W ROOSEVELT RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1011,10,1151592,1894452,24,29,18,2017,02/14/2017 03:49:42 PM,41.86625461,-87.71896767,"(41.86625461, -87.718967674)"
10838036,JA140384,02-01-2017 18:00,092XX S STONY ISLAND AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,413,4,1188402,1844127,8,48,6,2017,02/14/2017 03:49:42 PM,41.72735685,-87.58544391,"(41.727356848, -87.58544391)"
10838038,JA140148,02-03-2017 10:00,016XX W 79TH ST,2027,NARCOTICS,POSS: CRACK,APARTMENT,TRUE,FALSE,611,6,1166608,1852321,21,71,18,2017,02/14/2017 03:49:42 PM,41.75033427,-87.66504531,"(41.75033427, -87.665045312)"
10838042,JA140436,02-03-2017 07:00,007XX W MONROE ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,121,1,1171735,1899804,2,28,6,2017,02/14/2017 03:49:42 PM,41.8805215,-87.6448636,"(41.880521497, -87.644863603)"
10838044,JA139551,02-02-2017 07:55,019XX N CAMPBELL AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1434,14,1159388,1912966,1,22,5,2017,02/14/2017 03:49:42 PM,41.91690197,-87.68983806,"(41.916901972, -87.689838062)"
